rid,pid,date_created,count,name
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/100/8/e6a162775e4743d90f820b1d64267dc0,knb-lter-cap.100.8,2013-10-09 13:58:11,3,"volresag96-00"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/101/8/5c2c5553143d1e5a11be637ffd9416fb,knb-lter-cap.101.8,2013-10-09 13:58:56,5,"denp3p1"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/104/8/b8c8cd2fc3d53ef4a360913e12734113,knb-lter-cap.104.8,2013-10-18 11:37:50,5,"GP_2.5PM_2000avg"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/105/8/4c3a851d211b6c30587b32845d1a90dc,knb-lter-cap.105.8,2013-10-09 13:59:43,3,"GP_PM10_24hrAvg_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/106/10/bc5505b8970f1f7f9915ad8de52190dc,knb-lter-cap.106.10,2013-10-09 14:00:29,2,"GP_PctAsthma_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/107/8/653a8a9613564e8f54212bd9cd49c6a5,knb-lter-cap.107.8,2013-10-09 14:01:15,2,"GP_OzoneConcen_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/109/8/6df5c1d01e61324ccbffaba2d311800d,knb-lter-cap.109.8,2013-10-09 14:02:02,2,"GP_AvgSFSale_2001"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/112/8/eb7b57142265fae7e15e5ab4cb347fb6,knb-lter-cap.112.8,2013-10-09 14:02:47,2,"GP_HiTechCluster_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/112/9/eb7b57142265fae7e15e5ab4cb347fb6,knb-lter-cap.112.9,2013-10-30 17:47:27,2,"GP_HiTechCluster_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/113/8/0702f0cfaec7d30c821d3217180a3cb2,knb-lter-cap.113.8,2013-10-09 14:03:32,3,"ChannelChangesites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/114/8/efb58b100b2b32b07deb0c4f33df1b38,knb-lter-cap.114.8,2013-10-09 14:04:17,3,"Longterm_WaterSites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/117/8/7bc008366dca7ec68d6af040cc3adce6,knb-lter-cap.117.8,2013-10-09 14:05:04,2,"DesertVegSurvey_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/117/9/7bc008366dca7ec68d6af040cc3adce6,knb-lter-cap.117.9,2013-10-30 17:49:26,2,"DesertVegSurvey_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/119/8/ae48c7338723cfd05662d07370d25c32,knb-lter-cap.119.8,2013-10-09 14:05:49,5,"VertebrateSpecies_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/120/5/73004bbe1e700b5b4a43fe29ace79cba,knb-lter-cap.120.5,2013-05-15 12:42:07,3,"po26_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/120/8/fd1bc6a737181d2d68f7d2ed539d94c5,knb-lter-cap.120.8,2013-10-09 14:06:36,2,"Pollinator_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/141/8/f6890ef15f4b1069312881a9c48edbb4,knb-lter-cap.141.8,2013-10-18 11:45:54,4,"ambrosia_sp83reclass"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/143/8/35248d3b6eef4f0e72c2c7096584a58b,knb-lter-cap.143.8,2013-10-09 14:07:22,2,"az_hillshade"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/147/7/445ffdee937abb6f525e8d21cb163429,knb-lter-cap.147.7,2013-10-18 11:47:27,3,"16_stations_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/147/7/b10be815f661a406217d4e699867bd9b,knb-lter-cap.147.7,2013-10-18 11:47:26,6,"16_ge16_month_records_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/156/6/ae13fa9dd96059477364e2d24063bed1,knb-lter-cap.156.6,2013-05-22 17:16:00,3,"NU28_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/156/9/b28565ea78f823d5058ba766ec991a07,knb-lter-cap.156.9,2013-10-09 14:08:08,2,"UrbanRunoff_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/158/6/3e436e1740f18b0968d42bac32765b73,knb-lter-cap.158.6,2013-05-22 17:16:46,2,"po25stings"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/158/9/eb9e82a7d0cbd61cc72c9fbaeab90aff,knb-lter-cap.158.9,2013-10-09 14:09:39,6,"ScorpionStings_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/159/9/0d998199ff5c0fac04981d65bc971e83,knb-lter-cap.159.9,2013-10-09 14:10:28,4,"26_samples_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/159/9/6ef30a7beea181d9302b13136aa24b7b,knb-lter-cap.159.9,2013-10-09 14:10:28,4,"26_taxonlist_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/159/9/8653c03a26efe866b0ce3ea995faa7aa,knb-lter-cap.159.9,2013-10-09 14:10:28,4,"26_sites_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/159/9/9bea523476518ad7a7942f60fd459652,knb-lter-cap.159.9,2013-10-09 14:10:28,4,"26_site_description_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/160/10/92c9174f504b7bb54c129f209cda428f,knb-lter-cap.160.10,2013-10-30 17:56:15,2,"BirdCensusing_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/160/11/92c9174f504b7bb54c129f209cda428f,knb-lter-cap.160.11,2016-12-17 11:56:12,5,"BirdCensusing_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/160/9/92c9174f504b7bb54c129f209cda428f,knb-lter-cap.160.9,2013-10-09 14:11:11,2,"BirdCensusing_sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/166/8/87cd99ba25db005afb0a40c2a1e2a3f2,knb-lter-cap.166.8,2013-10-18 11:51:18,2,"landsatfalsecolor"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/169/6/4e56aa85591a98ae970065522c2e1ff8,knb-lter-cap.169.6,2013-05-22 17:17:31,2,"praseodymium2"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/169/9/46f9f1a0abf16e58c7b4c05ef5d507bf,knb-lter-cap.169.9,2013-10-09 14:11:57,2,"LichenResurvey_praseodymium"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/19/8/424dc6cb432e5aa5e46afdab9ddaf702,knb-lter-cap.19.8,2013-10-18 11:08:46,2,"Population density, 2000, Greater Phoenix Area"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/19/8/c2f63b9d1432384aa0a41c2c29d2b7f8,knb-lter-cap.19.8,2013-10-18 11:08:46,3,"None"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/220/6/90b0cf91d1450d46a8ac073cbc661686,knb-lter-cap.220.6,2013-05-15 12:45:47,2,"contour15"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/220/9/30b943d35ce2eec2af8ad023fc577346,knb-lter-cap.220.9,2013-10-09 14:14:23,1,"CAP_topo_15contour"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/0552144175ca2aeba2e5c805d775f795,knb-lter-cap.222.9,2013-10-09 14:15:39,2,"51_controls_pruned_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/51385c5543d3551a7f71bf043a2decc0,knb-lter-cap.222.9,2013-10-09 14:15:38,2,"51_gasexall_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/6bc97ee39d9737cf2828981ec4c81854,knb-lter-cap.222.9,2013-10-09 14:15:38,2,"51_6weeks_pruned_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/a79ad9d4c8910f7908aa578c01178834,knb-lter-cap.222.9,2013-10-09 14:15:39,2,"51_unpruned_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/bfa88c36ced89e8e0e822bab776dd4b2,knb-lter-cap.222.9,2013-10-09 14:15:39,2,"51_yearly_pruned_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/c3eeaaec137bed72244ffca36597ac84,knb-lter-cap.222.9,2013-10-09 14:15:39,2,"51_6months_pruned_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/dd4876acd9379795354463b92f8936b9,knb-lter-cap.222.9,2013-10-09 14:15:39,2,"51_finals_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/222/9/e975bb5e8e799567b908fa1779744659,knb-lter-cap.222.9,2013-10-09 14:15:38,2,"51_plot_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/10/03dd76d82c832bbd215a8a1a1345c953,knb-lter-cap.223.10,2013-10-09 14:16:17,2,"5_photo_keywords_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/10/1e4e43710fd30c815fac2bf7e80b19b0,knb-lter-cap.223.10,2013-10-09 14:16:18,2,"5_photos_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/10/3a7dea3b21c70f229e636fa6078c8f35,knb-lter-cap.223.10,2013-10-09 14:16:17,2,"5_keywordmaster_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/10/d93c284fd48c42d853eda4e4c0c57e30,knb-lter-cap.223.10,2013-10-09 14:16:18,2,"5_sites_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/11/03dd76d82c832bbd215a8a1a1345c953,knb-lter-cap.223.11,2013-10-30 18:00:06,2,"5_photo_keywords_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/11/1e4e43710fd30c815fac2bf7e80b19b0,knb-lter-cap.223.11,2013-10-30 18:00:06,2,"5_photos_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/11/3a7dea3b21c70f229e636fa6078c8f35,knb-lter-cap.223.11,2013-10-30 18:00:06,2,"5_keywordmaster_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/223/11/d93c284fd48c42d853eda4e4c0c57e30,knb-lter-cap.223.11,2013-10-30 18:00:06,2,"5_sites_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/224/6/3b08efd2e92ef1363fac7ab1beaa1a75,knb-lter-cap.224.6,2013-05-15 12:46:44,2,"aspect30_utm"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/224/9/08576e218b26d79adb11b00cc9758bcd,knb-lter-cap.224.9,2013-10-09 14:17:08,2,"CAP_30m_aspect"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/226/10/72485d2d7a8c1538f3eb333b47cadb87,knb-lter-cap.226.10,2013-10-09 14:17:51,2,"CAP_30m_slope"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/226/7/1f980ee3d349f1c419bd4e77e62e451d,knb-lter-cap.226.7,2013-05-22 17:19:50,2,"slope30_utm"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/229/6/4fb132cc5741c0dec7097e18864dacae,knb-lter-cap.229.6,2013-05-15 12:47:24,2,"lu1980"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/229/9/5818520794c9c64f85d1a88e5db099c2,knb-lter-cap.229.9,2013-10-09 14:18:33,3,"CAP_LU_1980_mileplot"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/003da285161b51fd402b0094cab64fa4,knb-lter-cap.23.10,2013-11-05 11:54:17,2,"ADP sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/17b5ce29ee0149662770f5ce5823f627,knb-lter-cap.23.10,2013-11-05 11:54:16,2,"Atmospheric Deposition HNO3 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/2436eb598e71861fbd2b86d23421a1f2,knb-lter-cap.23.10,2013-11-05 11:54:15,2,"31_sites_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/75704e51cce9506b112e225c3b4a263d,knb-lter-cap.23.10,2013-11-05 11:54:16,2,"Atmospheric Deposition NO2 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/7a24178514b905b9ead0552fad9f771b,knb-lter-cap.23.10,2013-11-05 11:54:16,2,"Atmospheric Deposition NO Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/933678e2df417bce5e9f48f049b516f1,knb-lter-cap.23.10,2013-11-05 11:54:15,2,"31_samples_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/c19d94a28b2d2e755665434861d95e83,knb-lter-cap.23.10,2013-11-05 11:54:15,2,"31_analysis_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/c5c0270d45919d8d53eefcf576796ba6,knb-lter-cap.23.10,2013-11-05 11:54:16,2,"Atmospheric Deposition Total Nitrogen from Dry Deposition in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/10/e7e2e34aaf3cc2d495ccd376d11ffc3c,knb-lter-cap.23.10,2013-11-05 11:54:16,2,"31_results_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/003da285161b51fd402b0094cab64fa4,knb-lter-cap.23.11,2015-04-16 18:09:28,2,"ADP sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/17b5ce29ee0149662770f5ce5823f627,knb-lter-cap.23.11,2015-04-16 18:09:27,2,"Atmospheric Deposition HNO3 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/2436eb598e71861fbd2b86d23421a1f2,knb-lter-cap.23.11,2015-04-16 18:09:26,2,"31_sites_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/75704e51cce9506b112e225c3b4a263d,knb-lter-cap.23.11,2015-04-16 18:09:27,2,"Atmospheric Deposition NO2 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/7a24178514b905b9ead0552fad9f771b,knb-lter-cap.23.11,2015-04-16 18:09:27,2,"Atmospheric Deposition NO Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/933678e2df417bce5e9f48f049b516f1,knb-lter-cap.23.11,2015-04-16 18:09:25,2,"31_samples_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/c19d94a28b2d2e755665434861d95e83,knb-lter-cap.23.11,2015-04-16 18:09:26,2,"31_analysis_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/c5c0270d45919d8d53eefcf576796ba6,knb-lter-cap.23.11,2015-04-16 18:09:28,2,"Atmospheric Deposition Total Nitrogen from Dry Deposition in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/11/e7e2e34aaf3cc2d495ccd376d11ffc3c,knb-lter-cap.23.11,2015-04-16 18:09:26,2,"31_results_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/17b5ce29ee0149662770f5ce5823f627,knb-lter-cap.23.12,2016-11-17 16:36:10,2,"Atmospheric Deposition HNO3 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/1f3e5d01e59ca00c84dbc5d56893f224,knb-lter-cap.23.12,2016-11-17 16:36:09,3,"23_samplesResults_130d6abed138f073fa48df1f3d991667.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/55e9e8128cd49ba513aa0cc4e60181d6,knb-lter-cap.23.12,2016-11-17 16:36:11,3,"23_ADPsamplingLocations"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/5ff4f5b64b80e3cd5b4d098634d89607,knb-lter-cap.23.12,2016-11-17 16:36:09,4,"23_adpSites_9ae243b0de31915a635ae775c7503012.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/75704e51cce9506b112e225c3b4a263d,knb-lter-cap.23.12,2016-11-17 16:36:10,2,"Atmospheric Deposition NO2 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/7a24178514b905b9ead0552fad9f771b,knb-lter-cap.23.12,2016-11-17 16:36:10,2,"Atmospheric Deposition NO Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/12/c5c0270d45919d8d53eefcf576796ba6,knb-lter-cap.23.12,2016-11-17 16:36:10,2,"Atmospheric Deposition Total Nitrogen from Dry Deposition in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/003da285161b51fd402b0094cab64fa4,knb-lter-cap.23.9,2013-10-09 13:30:21,2,"ADP sites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/17b5ce29ee0149662770f5ce5823f627,knb-lter-cap.23.9,2013-10-09 13:30:20,2,"Atmospheric Deposition HNO3 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/2436eb598e71861fbd2b86d23421a1f2,knb-lter-cap.23.9,2013-10-09 13:30:19,2,"31_sites_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/75704e51cce9506b112e225c3b4a263d,knb-lter-cap.23.9,2013-10-09 13:30:20,2,"Atmospheric Deposition NO2 Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/7a24178514b905b9ead0552fad9f771b,knb-lter-cap.23.9,2013-10-09 13:30:20,2,"Atmospheric Deposition NO Dry Deposition Fluxes in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/933678e2df417bce5e9f48f049b516f1,knb-lter-cap.23.9,2013-10-09 13:30:19,2,"31_samples_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/c19d94a28b2d2e755665434861d95e83,knb-lter-cap.23.9,2013-10-09 13:30:19,2,"31_analysis_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/c5c0270d45919d8d53eefcf576796ba6,knb-lter-cap.23.9,2013-10-09 13:30:20,2,"Atmospheric Deposition Total Nitrogen from Dry Deposition in 1998"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/23/9/e7e2e34aaf3cc2d495ccd376d11ffc3c,knb-lter-cap.23.9,2013-10-09 13:30:20,2,"31_results_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/230/6/3996fe5859a95e1b368ea8bbc08b43a9,knb-lter-cap.230.6,2013-05-15 12:48:10,2,"lu1990"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/230/9/294346f5d8d7ed4042010263abf48e7e,knb-lter-cap.230.9,2013-10-09 14:19:19,2,"CAP_LU_1990_mileplot"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/232/6/49a8f6b4efbf78b5ff2bb9e0eb1a5614,knb-lter-cap.232.6,2013-05-15 12:48:57,2,"lu2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/232/9/15fbb886ac532ac2bbc5d3b1305e06f8,knb-lter-cap.232.9,2013-10-09 14:20:05,2,"CAP_LU_2000_mileplot"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/233/5/88d3ca8e84746d48784c1d549deb65e0,knb-lter-cap.233.5,2013-05-15 12:49:49,2,"SAVI (Modified Soil Adjusted vegetation index) Image of 2003 ASTER image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/233/8/88d3ca8e84746d48784c1d549deb65e0,knb-lter-cap.233.8,2013-10-09 14:21:05,1,"SAVI (Modified Soil Adjusted vegetation index) Image of 2003 ASTER image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/236/6/2a2715a943208606eb234a1812caa47b,knb-lter-cap.236.6,2013-05-15 12:50:32,2,"NDVI (Normalized difference vegetation index) Image of 2000 Enhanced Landsat Thematic Mapper Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/236/9/2a2715a943208606eb234a1812caa47b,knb-lter-cap.236.9,2013-10-09 14:22:13,3,"NDVI (Normalized difference vegetation index) Image of 2000 Enhanced Landsat Thematic Mapper Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/237/6/74d323a509f747e6b5cb5d0dff2126f4,knb-lter-cap.237.6,2013-05-15 12:51:18,2,"SAVI (Soil Adjusted Vegetation Index) Image of 2000 Enhanced Landsat Thematic Mapper(ETM) Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/237/9/74d323a509f747e6b5cb5d0dff2126f4,knb-lter-cap.237.9,2013-10-09 14:22:58,2,"SAVI (Soil Adjusted Vegetation Index) Image of 2000 Enhanced Landsat Thematic Mapper(ETM) Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/238/6/4fb1f4c31215ac8df947c38f0661f7dc,knb-lter-cap.238.6,2013-05-15 12:51:58,2,"NDVI (Normalized difference vegetation index) Image of 1975 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/238/8/4fb1f4c31215ac8df947c38f0661f7dc,knb-lter-cap.238.8,2013-10-09 14:23:40,3,"NDVI (Normalized difference vegetation index) Image of 1975 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/239/6/ad86d8a7d72d8dc0bb08e0379f663b7a,knb-lter-cap.239.6,2013-05-15 12:52:45,2,"SAVI (Soil Adjusted Vegetation Index) Image of 1975 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/239/8/ad86d8a7d72d8dc0bb08e0379f663b7a,knb-lter-cap.239.8,2013-10-09 14:24:26,2,"SAVI (Soil Adjusted Vegetation Index) Image of 1975 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/24/9/543bc180ca950663ccf3ef534fa91bd2,knb-lter-cap.24.9,2013-10-09 13:30:57,4,"GP_AgeAdults_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/240/6/446af29ba0959d7c169c3aa36e6c1dd5,knb-lter-cap.240.6,2013-05-15 12:53:30,2,"NDVI (Normalized difference vegetation index) Image of 1980 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/240/8/446af29ba0959d7c169c3aa36e6c1dd5,knb-lter-cap.240.8,2013-10-09 14:25:12,2,"NDVI (Normalized difference vegetation index) Image of 1980 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/241/5/2273e6b61105f1d61d723cd14c2c8666,knb-lter-cap.241.5,2013-05-15 12:54:15,2,"SAVI (Soil Adjusted Vegetation Index) Image of 1980 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/241/7/2273e6b61105f1d61d723cd14c2c8666,knb-lter-cap.241.7,2013-10-09 14:25:57,2,"SAVI (Soil Adjusted Vegetation Index) Image of 1980 Landsat MSS Image"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/245/9/bf9bd8c4a51eabf4123d7bfffa7a7969,knb-lter-cap.245.9,2013-10-09 14:27:28,4,"azmetSites"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/247/9/04bfc720dff8b9fba2e822c68fab3650,knb-lter-cap.247.9,2013-10-09 14:28:44,2,"micrometStations"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/248/10/4e65a5194f9dfa37c49450fd2b254621,knb-lter-cap.248.10,2013-10-09 14:29:31,3,"CAP_LU_2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/248/7/5858c9b278275d2d14d0acc8f75954a5,knb-lter-cap.248.7,2013-05-22 17:28:06,3,"2000_reclass_Dissolve3"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/250/6/054f7d244726edbcfbb9daef46a774bf,knb-lter-cap.250.6,2013-05-15 12:55:07,2,"Land cover classification using ASTER data - year 2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/250/9/054f7d244726edbcfbb9daef46a774bf,knb-lter-cap.250.9,2013-10-09 14:30:25,1,"Land cover classification using ASTER data - year 2000"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/254/8/0897830df20a7dd977b89f73f80d7b8e,knb-lter-cap.254.8,2013-10-09 14:31:01,6,"ppVegetationStudies"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/255/8/045441416a4c379f008d73a9a53c2c0a,knb-lter-cap.255.8,2013-10-09 14:31:59,3,"58_trunks_2007_1.csv"
https://pasta.lternet.edu/package/data/eml/knb-lter-cap/255/8/214ba3ca1d881cff25f7bd52b4ad3223,knb-lter-cap.255.8,2013-10-09 14:32:00,3,"58_spad_1.csv"
